iter	RMSE
270	0.7176914237
271	0.7175572079
272	0.7174840812
273	0.7172068048
274	0.7171153239
275	0.7169848148
276	0.7168743036
277	0.7167211712
278	0.7166220606
279	0.7165391578
280	0.7163560196
281	0.7162366309
282	0.7159703209
283	0.7158911161
284	0.7157269561
285	0.7154819753
286	0.7153302066
287	0.7152079036
288	0.7149389141
289	0.7147024032
290	0.7144014729
291	0.7143014103
292	0.7141655936
293	0.7138965175
294	0.7136145626
295	0.7133600038
296	0.7131209188
297	0.7130071098
298	0.7128310754
299	0.712707568
300	0.7124650257
301	0.7123012055
302	0.7122076512
303	0.7120935821
304	0.7119625999
305	0.7118809914
306	0.711794224
307	0.7116183643
308	0.7114496942
309	0.7112976274
310	0.7111541472
311	0.7109170564
312	0.7107946591
313	0.7105774507
314	0.71050248
315	0.7104149117
316	0.7102502211
317	0.7100699085
318	0.709924268
319	0.7098510431
320	0.7097410878
321	0.7095956111
322	0.7093559859
323	0.7091296418
324	0.7089620838
325	0.7088886704
326	0.7087464381
327	0.7085700044
328	0.7085020339
329	0.7083206982
330	0.7081507914
331	0.7080618603
332	0.7079807139
333	0.7078139854
334	0.7076526731
335	0.7075640026
336	0.7074383061
337	0.7073534223
338	0.7072458085
339	0.7070992682
340	0.7069725965
341	0.7068940186
342	0.7067327417
343	0.7065404532
344	0.7063654055
345	0.7062705178
346	0.7060740736
347	0.7059289706
348	0.7057923595
349	0.705671736
350	0.7055068066
351	0.7054191286
352	0.7053003378
353	0.7051977384
354	0.7050373469
355	0.7048674864
356	0.7046646436
357	0.7045042631
358	0.704363795
359	0.7042397936
360	0.7041620661
361	0.7039370422
362	0.7037879957
363	0.7036308033
364	0.703479507
365	0.7033250468
366	0.7032188195
367	0.7030714368
368	0.702913549
369	0.7027069707
370	0.7025487286
371	0.70246329
372	0.7023481455
373	0.7022653456
374	0.7020989974
375	0.7020289456
376	0.7018784435
377	0.7017981712
378	0.7016050617
379	0.7015340004
380	0.7013944481
381	0.701289033
382	0.7012038946
383	0.7011137041
384	0.7009767229
385	0.7009129326
386	0.7008017061
387	0.7006385634
388	0.7005311966
389	0.700301264
390	0.7001530725
391	0.7000090143
392	0.6998584608
393	0.6997439125
394	0.6996359404
395	0.6994994646
396	0.6993646342
397	0.6991960768
398	0.6991151326
399	0.6990103991
400	0.6988591976
401	0.6987274725
402	0.6986390975
403	0.6984825272
404	0.6983272398
405	0.6982451171
406	0.6981315446
407	0.6979446487
408	0.6978619087
409	0.6977501362
410	0.6976183116
411	0.6974959995
412	0.6973499075
413	0.6972130658
414	0.6970821033
415	0.6970161122
416	0.6968299899
417	0.6967089741
418	0.6966115097
419	0.6965203161
420	0.6963901188
421	0.6963150951
422	0.6961165548
423	0.6959719632
424	0.6957880083
425	0.6956695621
426	0.6955936924
427	0.6954988665
428	0.6954038803
429	0.6953048695
430	0.6951048443
431	0.6949627305
432	0.6948395063
433	0.69476576
434	0.6946343939
435	0.6945296623
436	0.6944572633
437	0.6943359412
438	0.6941383824
439	0.6940434173
440	0.693964932
441	0.6938423357
442	0.693782316
443	0.6936602149
444	0.693502234
445	0.6933751695
446	0.6932778765
447	0.6931001757
448	0.6929807494
449	0.6929091727
450	0.692866839
451	0.6926932645
452	0.6925663535
453	0.6924615469
454	0.6923238583
455	0.6921974838
456	0.6921325574
457	0.692025953
458	0.6919073227
459	0.6917944003
460	0.6916800222
461	0.6915271193
462	0.6914022127
463	0.6913029199
464	0.6912014227
465	0.6910767787
466	0.6910090979
467	0.6909183012
468	0.6908350532
469	0.6907292643
470	0.6905707582
471	0.6904659727
472	0.6903322946
473	0.6902221037
474	0.69016082
475	0.6900461355
476	0.689885588
477	0.6897965353
478	0.6896598458
479	0.6895282637
480	0.6894402676
481	0.6893171732
482	0.6892124262
483	0.6890802234
484	0.6889246403
485	0.688791791
486	0.6887160515
487	0.6886217724
488	0.6885250494
489	0.6884159099
490	0.6883128996
491	0.6881784512
492	0.6880365048
493	0.6879373056
494	0.6878342517
495	0.6877177546
496	0.6875799078
497	0.6874236459
498	0.6872229438
499	0.6871428611
500	0.6870417766
501	0.6869231346
502	0.6868399762
503	0.6867273877
504	0.6865312659
505	0.6864337876
506	0.6863105538
507	0.6861914214
508	0.6860579212
509	0.6859770437
510	0.6858204278
511	0.6857164085
512	0.6855601292
513	0.6854665812
514	0.6853286726
515	0.6851950416
516	0.6850976827
517	0.684995683
518	0.684910989
519	0.6847619083
520	0.6846634574
521	0.6845429883
522	0.6843564014
523	0.6842387957
524	0.6840644353
525	0.6839456795
526	0.6838362919
527	0.683740513
528	0.6835538334
529	0.6834305902
530	0.6833511928
531	0.6832073412
532	0.6830960569
533	0.6829244022
534	0.6827920925
535	0.6826746049
536	0.6825310965
537	0.6824058422
538	0.6822949612
539	0.6822144359
540	0.6820907409
541	0.6820159261
542	0.6819338133
543	0.6818267196
544	0.6817773915
545	0.6816939606
546	0.6815671633
547	0.6814045442
548	0.6812848538
549	0.6811550361
550	0.6810956473
551	0.6809850147
552	0.6808654488
553	0.6807760675
554	0.6806547934
555	0.6805763479
556	0.6805152917
557	0.6804269201
558	0.6803449829
559	0.680233904
560	0.6801696192
561	0.680025482
562	0.6799445576
563	0.6798418924
564	0.6797941654
565	0.679722711
566	0.679561529
567	0.6794543592
568	0.6793707775
569	0.6793004159
570	0.6791759907
571	0.6789837962
572	0.6788758377
573	0.6788128121
574	0.6786394117
575	0.6785330464
576	0.6784314707
577	0.6782676456
578	0.6780987888
579	0.6779401241
580	0.6778043443
581	0.6776569352
582	0.6775525326
583	0.6773891316
584	0.6773121043
585	0.6771432619
586	0.677057344
587	0.6769536727
588	0.6767902597
589	0.6766412163
590	0.6764731369
591	0.6763692105
592	0.6762623891
593	0.6761575987
594	0.6760913418
595	0.6760034327
596	0.6758644145
597	0.6757424467
598	0.6755716681
599	0.6754783606
600	0.6753585359
601	0.6752624484
602	0.6751648884
603	0.6751193872
604	0.6749348127
605	0.6748419084
606	0.6747332563
607	0.6746210906
608	0.6745207755
609	0.6744268698
610	0.6743312244
611	0.6742455624
612	0.6742031587
613	0.6741069021
614	0.6740239273
615	0.6738990207
616	0.6738189044
617	0.6736644564
618	0.6735779527
619	0.6734430341
620	0.6733631588
621	0.6732852113
622	0.6732102589
623	0.6731690435
624	0.6730605575
625	0.6729109291
626	0.6727848544
627	0.6726269863
628	0.6725508715
629	0.6724573074
630	0.6723513185
631	0.6722526729
632	0.6721772912
633	0.6720944188
634	0.6719602913
635	0.671836767
636	0.6717114881
637	0.671555051
638	0.6714090306
639	0.6713534131
640	0.671298459
641	0.6712267667
642	0.6711298355
643	0.6710003191
644	0.6708821125
645	0.6707327038
646	0.6705857896
647	0.6705097911
648	0.6703633329
649	0.6702598861
650	0.670179485
651	0.6700615401
652	0.6699525965
653	0.6698476436
654	0.6697312342
655	0.6696993412
656	0.6695783213
657	0.6695103519
658	0.6694239839
659	0.6693640876
660	0.6692561892
661	0.6691673413
662	0.669022449
663	0.6689246479
664	0.6688189652
665	0.6686716116
666	0.6685187046
667	0.6684107417
668	0.6683267066
669	0.6682222873
670	0.66816447
671	0.6680294628
672	0.667952297
673	0.6678117378
674	0.6677150417
675	0.6676229595
676	0.6675171217
677	0.6674869972
678	0.667349814
679	0.6672272347
680	0.6671359514
681	0.6670239967
682	0.6669456497
683	0.6668491774
684	0.666735346
685	0.6666810385
686	0.6665481069
687	0.6664404061
688	0.6663024741
689	0.6661890678
690	0.6661092661
691	0.6660689873
692	0.6659804563
693	0.6658952247
694	0.6658025137
695	0.6656700728
696	0.6656089902
697	0.6655581183
698	0.6654868125
699	0.6654019284
700	0.6652993915
701	0.6651795774
702	0.6651014344
703	0.6649654257
704	0.6648617167
705	0.6647963299
706	0.6646532742
707	0.6645486279
708	0.6644762441
709	0.6643386169
710	0.6642564172
711	0.6641880108
712	0.6640696773
713	0.6639657006
714	0.6638973027
715	0.6637908026
716	0.6636948278
717	0.6636258919
718	0.6635539422
719	0.6634915152
720	0.6633905315
721	0.6632703447
722	0.6632111453
723	0.6630906525
724	0.6629880417
725	0.6628997745
726	0.6628184043
727	0.6627533023
728	0.6627251417
729	0.6625539464
730	0.6624493041
731	0.6623731617
732	0.6622971004
733	0.6621996626
734	0.6621041372
735	0.6619939276
736	0.6618587906
737	0.6617609229
738	0.6616711653
739	0.6615543016
740	0.661449081
741	0.6613737612
742	0.6612731368
743	0.6611493863
744	0.6610305313
745	0.6609073485
746	0.6608223524
747	0.6607194436
748	0.6606530245
749	0.6605321802
750	0.6604742902
751	0.6603647237
752	0.6602486918
753	0.6601719091
754	0.6601405331
755	0.6599855536
756	0.6598859904
757	0.6597687226
758	0.6596721293
759	0.6595902758
760	0.6594890614
761	0.6593984265
762	0.6593213061
763	0.6592218482
764	0.6591289268
765	0.6590720043
766	0.6590063889
767	0.6589305308
768	0.6588413135
769	0.6587759792
770	0.6586175335
771	0.6585215384
772	0.6584246779
773	0.6583637177
774	0.6582662153
775	0.6581693641
776	0.6581115529
777	0.6580456515
778	0.657953656
779	0.6578362878
780	0.6577347423
781	0.6576642958
782	0.6575727486
783	0.6575215743
784	0.6574502661
785	0.6573391152
786	0.6572873619
787	0.6571626681
788	0.6570797794
789	0.6569806359
790	0.6568954509
791	0.6568322448
792	0.6567833759
793	0.6567564575
794	0.6566805745
795	0.6565787254
796	0.6564925318
797	0.6563572087
798	0.656296248
799	0.6561974516
800	0.6561374909
801	0.656066385
802	0.6559752137
803	0.6558506035
804	0.655804774
805	0.6557160902
806	0.6556491854
807	0.6555141914
808	0.6554092266
809	0.6553662551
810	0.6552241595
811	0.6550930037
812	0.6549799982
813	0.6549208142
814	0.6548287677
815	0.654775667
816	0.6547231605
817	0.654592258
818	0.6544703012
819	0.6544214512
820	0.6542961995
821	0.6541428692
822	0.6540718189
823	0.6539757375
824	0.6538671489
825	0.6538030238
826	0.6537083892
827	0.6536271537
828	0.6535703002
829	0.6534989682
830	0.6533929913
831	0.6532764834
832	0.6531534484
833	0.6530751918
834	0.6530036394
835	0.6529236057
836	0.6528739176
837	0.6527841442
838	0.6527067652
839	0.6525904485
840	0.6525495248
841	0.6525234161
842	0.6524622008
843	0.6523840062
844	0.6522525573
845	0.6521741372
846	0.652097053
847	0.6520308291
848	0.6519328642
849	0.6518254363
850	0.6516866604
851	0.6516151351
852	0.6514713821
853	0.6513840953
854	0.6512982471
855	0.6511976159
856	0.651150065
857	0.6510360497
858	0.6509471581
859	0.6508311136
860	0.6507033153
861	0.6506617271
862	0.6505515443
863	0.6504858829
864	0.6503849697
865	0.6502936391
866	0.6501930932
867	0.6501243253
868	0.6500580126
869	0.6499805683
870	0.6498343987
871	0.6498039293
872	0.6497128482
873	0.6495752442
874	0.6494041723
875	0.6493111507
876	0.6492307129
877	0.6491314538
878	0.6490890323
879	0.6490032231
880	0.648927695
881	0.6488496914
882	0.6487599552
883	0.6486932548
